iter	Passed	Remaining
261	1180	449404
262	1186	449901
263	1192	450326
264	1197	450634
265	1202	450819
266	1208	451294
267	1212	451390
268	1217	451531
269	1223	452030
270	1228	452273
271	1233	452300
272	1239	452701
273	1245	453156
274	1250	453308
275	1255	453613
276	1260	453702
277	1265	453775
278	1270	454039
279	1275	454421
280	1282	454960
281	1288	455515
282	1294	456097
283	1301	456820
284	1314	460084
285	1360	474193
286	1370	476326
287	1381	478457
288	1396	481926
289	1407	483776
290	1415	484990
291	1423	486082
292	1435	488544
293	1444	489720
294	1455	491868
295	1467	494299
296	1476	495802
297	1484	496553
298	1491	497198
299	1498	497888
300	1505	498607
301	1511	498847
302	1517	499242
303	1522	499290
304	1529	499851
305	1534	499908
306	1539	499815
307	1544	499852
308	1549	499912
309	1554	499806
310	1558	499634
311	1564	499839
312	1569	499793
313	1573	499655
314	1579	499709
315	1584	499789
316	1589	499814
317	1594	499955
318	1600	500057
319	1606	500310
320	1611	500548
321	1617	500565
322	1622	500646
323	1628	500939
324	1634	501234
325	1638	501072
326	1643	501069
327	1648	500963
328	1653	500860
329	1658	501056
330	1664	501292
331	1670	501419
332	1676	501631
333	1681	501760
334	1687	502011
335	1693	502351
336	1698	502419
337	1704	502688
338	1711	503038
339	1716	503206
340	1722	503465
341	1728	503739
342	1734	503979
343	1740	504244
344	1746	504434
345	1751	504532
346	1757	504728
347	1763	504934
348	1770	505421
349	1775	505623
350	1781	505701
351	1787	505961
352	1792	506086
353	1797	506082
354	1803	506203
355	1808	506329
356	1814	506465
357	1821	507033
358	1827	507310
359	1835	508046
360	1841	508204
361	1846	508311
362	1852	508580
363	1858	508624
364	1863	508628
365	1869	508836
366	1874	508898
367	1880	509061
368	1886	509241
369	1891	509305
370	1897	509510
371	1902	509618
372	1908	509795
373	1913	509831
374	1919	509887
375	1924	509907
376	1929	509896
377	1935	510128
378	1941	510245
379	1947	510472
380	1952	510462
381	1956	510346
382	1962	510457
383	1967	510359
384	1972	510440
385	1978	510596
386	1983	510649
387	1989	510664
388	1994	510776
389	1999	510737
390	2004	510655
391	2009	510580
392	2015	510757
393	2020	510778
394	2025	510764
395	2030	510767
396	2035	510583
397	2039	510384
398	2044	510294
399	2048	510003
400	2052	509769
401	2056	509472
402	2061	509358
403	2065	509174
404	2069	508954
405	2073	508757
406	2078	508576
407	2082	508283
408	2086	508002
409	2090	507849
410	2095	507692
411	2099	507374
412	2103	507112
413	2107	507047
414	2112	507018
415	2116	506743
416	2120	506488
417	2125	506375
418	2129	506107
419	2133	505863
420	2138	505715
421	2142	505583
422	2146	505365
423	2150	505070
424	2154	504855
425	2159	504715
426	2163	504519
427	2167	504305
428	2171	504119
429	2176	503888
430	2180	503638
431	2184	503441
432	2188	503301
433	2193	503126
434	2197	502863
435	2201	502635
436	2205	502502
437	2210	502449
438	2214	502273
439	2218	502036
440	2223	501963
441	2227	501754
442	2231	501498
443	2236	501369
444	2241	501373
445	2245	501292
446	2250	501184
447	2255	501146
448	2259	500956
449	2263	500743
450	2267	500610
451	2273	500626
452	2276	500364
453	2281	500188
454	2285	500012
455	2289	499838
456	2293	499593
457	2297	499344
458	2302	499279
459	2306	499171
460	2310	498907
461	2314	498650
462	2319	498551
463	2323	498470
464	2328	498322
465	2332	498202
466	2337	498137
467	2341	497999
468	2346	497957
469	2351	498030
470	2356	497910
471	2360	497791
472	2365	497635
473	2369	497528
474	2373	497401
475	2378	497232
476	2383	497210
477	2387	497040
478	2391	496799
479	2395	496617
480	2399	496490
481	2403	496281
482	2407	496106
483	2411	495893
484	2416	495922
485	2421	495885
486	2426	495736
487	2430	495556
488	2434	495444
489	2438	495258
490	2442	495028
491	2447	494928
492	2451	494766
493	2455	494537
494	2459	494312
495	2463	494129
496	2467	494020
497	2471	493827
498	2475	493627
499	2479	493465
500	2484	493345
501	2488	493201
502	2492	492966
503	2495	492737
504	2500	492645
505	2504	492441
506	2508	492271
507	2513	492182
508	2517	492034
509	2521	491825
510	2525	491628
511	2529	491503
512	2534	491487
513	2538	491294
514	2542	491103
515	2546	491026
516	2550	490865
517	2555	490765
518	2559	490639
519	2564	490574
520	2568	490386
521	2572	490204
522	2576	490016
523	2580	489927
524	2584	489723
525	2588	489476
526	2592	489346
527	2596	489233
528	2600	488990
529	2604	488851
530	2608	488679
531	2613	488602
532	2617	488430
533	2621	488253
534	2625	488156
535	2630	488090
536	2634	487966
537	2638	487780
538	2643	487752
539	2647	487577
540	2651	487393
541	2654	487187
542	2659	487124
543	2663	486944
544	2667	486783
545	2671	486580
546	2675	486447
547	2679	486310
548	2683	486159
549	2687	485975
550	2692	485905
551	2696	485715
552	2700	485550
553	2703	485376
554	2708	485281
555	2712	485135
556	2716	484982
557	2720	484820
558	2725	484775
559	2729	484635
560	2733	484501
561	2737	484338
562	2741	484233
563	2746	484147
564	2749	483967
565	2753	483798
566	2758	483784
567	2762	483632
568	2766	483437
569	2770	483306
570	2775	483295
571	2779	483117
572	2783	482941
573	2787	482791
574	2791	482723
575	2795	482565
576	2799	482424
577	2803	482240
578	2808	482184
579	2812	482019
580	2816	481887
581	2820	481743
582	2824	481622
583	2828	481482
584	2832	481368
585	2837	481326
586	2841	481312
587	2846	481194
588	2850	481041
589	2854	480967
590	2858	480861
591	2862	480720
592	2866	480542
593	2871	480503
594	2875	480387
595	2879	480247
596	2883	480140
597	2888	480085
598	2892	479923
599	2895	479743
600	2899	479588
601	2904	479526
602	2908	479415
603	2912	479272
604	2916	479138
605	2921	479096
606	2925	478961
607	2928	478781
608	2932	478594
609	2937	478551
610	2941	478420
611	2944	478260
612	2949	478146
613	2953	478095
614	2958	478022
615	2961	477853
616	2965	477723
617	2970	477665
618	2974	477520
619	2978	477375
620	2982	477234
621	2986	477164
622	2990	477026
623	2994	476880
624	2998	476757
625	3002	476701
626	3007	476583
627	3010	476428
628	3014	476262
629	3018	476171
630	3022	476043
631	3027	475939
632	3031	475805
633	3035	475684
634	3039	475591
635	3043	475452
636	3047	475323
637	3052	475335
638	3056	475299
639	3060	475185
640	3064	475093
641	3069	475017
642	3073	474876
643	3076	474710
644	3081	474689
645	3086	474638
646	3090	474543
647	3094	474415
648	3098	474346
649	3102	474241
650	3106	474126
651	3110	474004
652	3115	474027
653	3119	473899
654	3123	473752
655	3127	473615
656	3132	473596
657	3135	473458
658	3139	473335
659	3143	473203
660	3148	473146
661	3152	473007
662	3156	472871
663	3160	472747
664	3164	472717
665	3169	472687
666	3173	472582
667	3177	472455
668	3181	472370
669	3185	472249
670	3189	472096
671	3193	471987
672	3197	471940
673	3201	471829
674	3205	471715
675	3209	471638
676	3214	471660
677	3219	471667
678	3224	471665
679	3229	471708
680	3233	471622
681	3237	471490
682	3241	471388
683	3246	471424
684	3250	471335
685	3255	471235
686	3259	471164
687	3264	471179
688	3268	471132
689	3273	471085
690	3278	471167
691	3283	471186
692	3287	471137
693	3292	471197
694	3297	471201
695	3302	471146
696	3306	471099
697	3311	471095
698	3315	470999
699	3319	470897
700	3323	470833
701	3327	470730
702	3332	470642
703	3336	470529
704	3340	470468
705	3344	470401
706	3348	470271
707	3352	470126
708	3356	470033
709	3360	469946
710	3364	469842
711	3368	469738
712	3372	469665
713	3377	469615
714	3381	469514
715	3385	469387
716	3389	469283
717	3393	469196
718	3396	469064
719	3400	468959
720	3405	468928
721	3409	468870
722	3413	468747
723	3417	468611
724	3421	468556
725	3425	468451
726	3429	468330
727	3433	468233
728	3437	468121
729	3441	468045
730	3445	467948
731	3449	467815
732	3454	467792
733	3458	467718
734	3462	467623
735	3466	467499
736	3470	467444
737	3474	467374
738	3478	467287
739	3482	467148
740	3487	467108
741	3491	467053
742	3495	466952
743	3499	466875
744	3504	466836
745	3507	466693
746	3511	466601
747	3515	466513
748	3520	466475
749	3524	466343
750	3527	466239
751	3531	466116
752	3536	466088
753	3540	466045
754	3544	465941
755	3548	465841
756	3553	465821
757	3557	465724
758	3561	465620
759	3565	465539
760	3569	465519
761	3573	465429
762	3578	465365
763	3582	465291
764	3586	465287
765	3591	465246
766	3595	465128
767	3599	465041
768	3603	464988
769	3607	464848
770	3611	464756
771	3615	464676
772	3619	464622
773	3623	464544
774	3627	464418
775	3631	464360
776	3635	464316
777	3640	464232
778	3643	464129
779	3648	464077
780	3652	464006
781	3656	463912
782	3660	463820
783	3664	463747
784	3668	463693
785	3672	463572
786	3676	463456
787	3680	463398
788	3684	463336
789	3689	463290
790	3693	463198
791	3696	463093
792	3701	463018
793	3705	462932
794	3708	462807
795	3712	462732
796	3717	462670
797	3721	462581
798	3725	462483
799	3729	462407
800	3733	462374
801	3737	462292
802	3741	462233
803	3745	462155
804	3749	462087
805	3753	461989
806	3758	461928
807	3762	461899
808	3766	461848
809	3770	461763
810	3774	461655
811	3779	461636
812	3783	461576
813	3787	461466
814	3791	461371
815	3795	461298
816	3799	461292
817	3804	461245
818	3808	461154
819	3812	461136
820	3816	461042
821	3820	460959
822	3824	460875
823	3828	460838
824	3832	460741
825	3836	460645
826	3840	460546
827	3845	460527
828	3849	460471
829	3853	460390
830	3856	460281
831	3861	460295
832	3866	460277
833	3871	460295
834	3876	460322
835	3881	460359
836	3885	460348
837	3890	460377
838	3895	460392
839	3900	460427
840	3905	460448
841	3910	460511
842	3914	460474
843	3919	460459
844	3924	460471
845	3928	460461
846	3933	460431
847	3937	460424
848	3942	460439
849	3946	460379
850	3951	460377
851	3956	460396
852	3961	460416
853	3965	460406
854	3970	460397
855	3975	460430
856	3979	460368
857	3983	460312
858	3988	460297
859	3993	460311
860	3998	460363
861	4002	460366
862	4007	460403
863	4012	460380
864	4016	460353
865	4021	460386
866	4026	460404
867	4030	460351
868	4035	460320
869	4040	460401
870	4045	460380
871	4049	460353
872	4053	460292
873	4058	460293
874	4062	460244
875	4066	460171
876	4070	460121
877	4075	460058
878	4079	459981
879	4083	459901
880	4087	459897
881	4091	459839
882	4095	459747
883	4099	459667
884	4104	459643
885	4108	459651
886	4112	459569
887	4116	459504
888	4121	459468
889	4125	459396
890	4129	459342
891	4133	459267
892	4137	459224
893	4141	459138
894	4145	459045
895	4149	458979
896	4154	459001
897	4158	458942
898	4162	458855
899	4166	458792
900	4170	458747
901	4174	458667
902	4178	458575
903	4182	458510
904	4187	458555
905	4192	458563
906	4197	458576
907	4202	458656
908	4208	458723
909	4212	458693
910	4217	458685
911	4221	458690
912	4226	458682
913	4231	458702
914	4235	458697
915	4240	458667
916	4244	458614
917	4249	458610
918	4253	458563
919	4257	458508
920	4261	458427
921	4265	458419
922	4269	458347
923	4274	458284
924	4277	458194
925	4282	458164
926	4286	458094
927	4290	458026
928	4294	457938
929	4298	457929
930	4302	457867
931	4306	457805
932	4310	457721
933	4314	457671
934	4319	457653
935	4323	457604
936	4327	457546
937	4332	457528
938	4336	457465
939	4340	457417
940	4344	457372
941	4348	457310
942	4352	457236
943	4356	457137
944	4360	457053
945	4364	457014
946	4368	456940
947	4372	456879
948	4376	456828
949	4381	456811
950	4385	456756
951	4389	456693
952	4393	456648
953	4398	456608
954	4401	456539
955	4405	456451
956	4409	456397
957	4414	456389
958	4418	456351
959	4422	456280
960	4426	456228
961	4431	456172
962	4434	456098
963	4438	456017
964	4443	455982
965	4447	455968
966	4451	455897
967	4455	455827
968	4459	455759
969	4463	455719
970	4467	455642
971	4471	455568
972	4476	455549
973	4480	455486
974	4484	455421
975	4488	455366
976	4493	455405
977	4497	455343
978	4501	455268
979	4505	455201
980	4509	455204
981	4513	455158
982	4517	455072
983	4521	454979
984	4525	454929
985	4530	454917
986	4533	454833
987	4537	454768
988	4542	454749
989	4546	454677
990	4550	454585
991	4554	454532
992	4558	454509
993	4562	454440
994	4566	454343
995	4570	454303
996	4574	454293
997	4579	454240
998	4583	454177
999	4587	454116
1000	4591	454076
1001	4595	454026
1002	4599	453980
1003	4603	453936
1004	4607	453891
1005	4611	453835
1006	4615	453766
1007	4619	453708
1008	4624	453659
1009	4628	453648
1010	4632	453597
1011	4636	453520
1012	4640	453502
1013	4644	453433
1014	4649	453388
1015	4653	453360
1016	4657	453348
1017	4661	453286
1018	4665	453228
1019	4670	453190
1020	4674	453150
1021	4678	453084
1022	4682	453011
1023	4686	452970
1024	4690	452930
1025	4694	452839
1026	4698	452784
1027	4702	452720
1028	4706	452708
1029	4710	452647
1030	4714	452597
1031	4718	452535
1032	4723	452538
1033	4727	452493
1034	4731	452450
1035	4736	452435
1036	4740	452413
1037	4744	452361
1038	4748	452295
1039	4753	452284
1040	4756	452201
1041	4760	452126
1042	4764	452073
1043	4769	452071
1044	4773	452013
1045	4777	451946
1046	4781	451875
1047	4785	451861
1048	4789	451788
1049	4793	451719
1050	4797	451664
1051	4802	451668
1052	4806	451606
1053	4809	451534
1054	4813	451484
1055	4818	451462
1056	4822	451413
1057	4826	451337
1058	4830	451283
1059	4834	451269
1060	4839	451273
1061	4843	451223
1062	4847	451182
1063	4851	451145
1064	4855	451098
1065	4859	451042
1066	4863	450988
1067	4868	450990
1068	4872	450931
1069	4876	450869
1070	4880	450817
1071	4885	450828
1072	4889	450788
1073	4893	450706
1074	4897	450661
1075	4901	450624
1076	4905	450561
1077	4909	450513
1078	4913	450461
1079	4917	450442
1080	4921	450372
1081	4925	450312
1082	4929	450265
1083	4934	450277
1084	4938	450240
1085	4942	450190
1086	4947	450167
1087	4951	450130
1088	4955	450078
1089	4959	450027
1090	4963	449993
1091	4967	449946
1092	4971	449905
1093	4975	449857
1094	4981	449923
1095	4985	449873
1096	4989	449822
1097	4993	449776
1098	4997	449758
1099	5001	449705
1100	5005	449649
1101	5009	449604
1102	5014	449592
1103	5018	449526
1104	5022	449473
1105	5026	449420
1106	5031	449458
1107	5035	449428
1108	5039	449407
1109	5044	449385
1110	5049	449407
1111	5053	449362
1112	5057	449307
1113	5061	449326
1114	5066	449295
1115	5070	449238
1116	5074	449190
1117	5078	449180
1118	5082	449106
1119	5086	449053
1120	5090	448998
1121	5094	448978
1122	5098	448932
1123	5102	448867
1124	5106	448810
1125	5111	448796
1126	5114	448737
1127	5118	448688
1128	5122	448631
1129	5127	448603
1130	5131	448577
1131	5135	448524
1132	5139	448463
1133	5143	448456
1134	5148	448421
1135	5152	448383
1136	5156	448323
1137	5161	448389
1138	5166	448397
1139	5171	448429
1140	5176	448473
1141	5180	448416
1142	5184	448372
1143	5188	448367
1144	5193	448376
1145	5197	448343
1146	5201	448308
1147	5206	448281
1148	5210	448291
1149	5214	448230
1150	5219	448214
1151	5223	448221
1152	5228	448241
1153	5233	448236
1154	5237	448228
1155	5242	448258
1156	5246	448246
1157	5251	448223
1158	5255	448219
1159	5261	448297
1160	5265	448278
1161	5269	448233
1162	5274	448214
1163	5278	448158
1164	5281	448106
1165	5286	448089
1166	5290	448071
1167	5294	448002
1168	5298	447954
1169	5302	447928
1170	5307	447905
1171	5311	447866
1172	5315	447826
1173	5319	447810
1174	5324	447786
1175	5328	447749
1176	5332	447694
1177	5336	447657
1178	5340	447607
1179	5344	447538
1180	5348	447490
1181	5352	447461
1182	5356	447453
1183	5360	447418
1184	5364	447376
1185	5369	447386
1186	5373	447327
1187	5377	447271
1188	5381	447205
1189	5385	447186
1190	5389	447130
1191	5393	447088
1192	5397	447036
1193	5402	447045
1194	5406	447010
1195	5410	446960
1196	5414	446910
1197	5418	446898
1198	5422	446853
1199	5426	446800
1200	5430	446758
1201	5435	446786
1202	5439	446755
1203	5444	446744
1204	5449	446762
1205	5453	446739
1206	5457	446688
1207	5461	446660
1208	5466	446648
1209	5470	446658
1210	5475	446641
1211	5479	446586
1212	5483	446590
1213	5487	446523
1214	5491	446448
1215	5494	446393
1216	5499	446370
1217	5502	446302
1218	5507	446257
1219	5510	446199
1220	5515	446191
1221	5519	446162
1222	5523	446117
1223	5527	446077
1224	5532	446079
1225	5536	446026
1226	5540	445979
1227	5544	445937
1228	5548	445926
1229	5552	445872
1230	5556	445821
1231	5560	445777
1232	5564	445768
1233	5569	445783
1234	5573	445751
1235	5577	445693
1236	5582	445675
1237	5586	445633
1238	5590	445604
1239	5594	445571
1240	5598	445549
1241	5602	445499
1242	5606	445467
1243	5611	445451
1244	5615	445433
1245	5619	445401
1246	5623	445339
1247	5628	445341
1248	5632	445321
1249	5636	445260
1250	5640	445206
1251	5644	445213
1252	5649	445208
1253	5653	445161
1254	5657	445116
1255	5661	445126
1256	5666	445095
1257	5670	445053
1258	5673	444977
1259	5677	444925
1260	5682	444926
1261	5686	444880
1262	5690	444850
1263	5694	444818
1264	5698	444783
1265	5702	444762
1266	5707	444746
1267	5711	444738
1268	5715	444690
1269	5719	444653
1270	5723	444613
1271	5728	444645
1272	5732	444604
1273	5736	444566
1274	5741	444541
1275	5745	444543
1276	5749	444509
1277	5753	444469
1278	5757	444436
1279	5762	444423
1280	5766	444371
1281	5770	444327
1282	5774	444298
1283	5778	444298
1284	5783	444288
1285	5787	444238
1286	5791	444219
1287	5795	444194
1288	5800	444162
1289	5804	444139
1290	5809	444173
1291	5813	444131
1292	5817	444096
1293	5821	444051
1294	5825	444048
1295	5829	443994
1296	5833	443955
1297	5837	443928
1298	5842	443915
1299	5845	443843
1300	5849	443776
1301	5853	443735
1302	5857	443716
1303	5861	443655
1304	5865	443630
1305	5870	443600
1306	5874	443604
1307	5878	443549
1308	5882	443510
1309	5886	443454
1310	5890	443430
1311	5894	443388
1312	5899	443397
1313	5903	443384
1314	5907	443368
1315	5911	443310
1316	5915	443266
1317	5919	443229
1318	5924	443232
1319	5928	443186
1320	5932	443146
1321	5936	443112
1322	5940	443081
1323	5944	443029
1324	5948	442992
1325	5952	442986
1326	5957	442959
1327	5960	442909
1328	5965	442887
1329	5969	442889
1330	5973	442838
1331	5977	442800
1332	5981	442759
1333	5986	442746
1334	5990	442742
1335	5994	442723
1336	5998	442687
1337	6003	442685
1338	6007	442676
1339	6012	442653
1340	6016	442620
1341	6021	442660
1342	6026	442735
1343	6032	442785
1344	6037	442832
1345	6042	442862
1346	6047	442882
1347	6052	442943
1348	6057	442951
1349	6062	442978
1350	6067	443014
1351	6071	443026
1352	6075	442975
1353	6079	442958
1354	6084	442987
1355	6089	442999
1356	6093	442977
1357	6098	442987
1358	6103	443006
1359	6108	443035
1360	6113	443053
1361	6118	443113
1362	6123	443110
1363	6127	443112
1364	6133	443201
1365	6138	443247
1366	6143	443276
1367	6148	443320
1368	6153	443343
1369	6158	443353
1370	6163	443412
1371	6169	443478
1372	6174	443535
1373	6179	443592
1374	6185	443657
1375	6190	443674
1376	6195	443730
1377	6200	443774
1378	6206	443839
1379	6211	443871
1380	6216	443929
1381	6221	443949
1382	6225	443907
1383	6230	443983
1384	6235	443968
1385	6239	443946
1386	6244	443957
1387	6248	443926
1388	6252	443890
1389	6256	443856
1390	6261	443854
1391	6265	443834
1392	6269	443785
1393	6273	443750
1394	6278	443782
1395	6282	443753
1396	6286	443719
1397	6290	443676
1398	6294	443646
1399	6299	443640
1400	6303	443601
1401	6307	443565
1402	6311	443564
1403	6315	443521
1404	6319	443457
1405	6323	443426
1406	6327	443417
1407	6331	443377
1408	6335	443338
1409	6339	443300
1410	6343	443265
1411	6348	443238
1412	6352	443190
1413	6356	443151
1414	6360	443125
1415	6364	443073
1416	6368	443036
1417	6372	442993
1418	6376	443006
1419	6380	442978
1420	6385	442954
1421	6388	442906
1422	6393	442884
1423	6397	442839
1424	6400	442784
1425	6404	442747
1426	6409	442753
1427	6414	442758
1428	6418	442735
1429	6422	442713
1430	6426	442690
1431	6430	442657
1432	6434	442599
1433	6438	442568
1434	6443	442557
1435	6447	442523
1436	6451	442475
1437	6455	442475
1438	6460	442466
1439	6463	442419
1440	6467	442379
1441	6472	442379
1442	6476	442353
1443	6480	442293
1444	6484	442270
1445	6489	442266
1446	6493	442238
1447	6497	442191
1448	6500	442139
1449	6505	442130
1450	6509	442145
1451	6513	442100
1452	6517	442068
1453	6522	442055
1454	6526	442015
1455	6530	441984
1456	6534	441945
1457	6538	441936
1458	6542	441894
1459	6546	441854
1460	6550	441822
1461	6555	441833
1462	6559	441801
1463	6563	441759
1464	6567	441716
1465	6571	441706
1466	6575	441671
1467	6579	441627
1468	6583	441592
1469	6588	441581
1470	6592	441579
1471	6596	441547
1472	6600	441516
1473	6605	441531
1474	6609	441499
1475	6613	441467
1476	6618	441462
1477	6623	441487
1478	6627	441451
1479	6630	441396
1480	6635	441387
1481	6639	441343
1482	6642	441295
1483	6646	441254
1484	6651	441261
1485	6655	441238
1486	6659	441205
1487	6663	441164
1488	6668	441168
1489	6671	441110
1490	6675	441068
1491	6679	441009
1492	6683	440998
1493	6687	440948
1494	6691	440912
1495	6695	440875
1496	6700	440889
1497	6704	440857
1498	6708	440827
1499	6712	440795
1500	6717	440812
1501	6721	440801
1502	6725	440767
1503	6730	440744
1504	6734	440744
1505	6738	440715
1506	6742	440687
1507	6746	440660
1508	6751	440634
1509	6755	440599
1510	6759	440562
1511	6763	440530
1512	6767	440508
1513	6771	440486
1514	6775	440447
1515	6780	440457
1516	6784	440442
1517	6788	440419
1518	6792	440395
1519	6797	440405
1520	6801	440368
1521	6805	440346
1522	6809	440329
1523	6814	440327
1524	6818	440296
1525	6822	440276
1526	6826	440249
1527	6831	440238
1528	6835	440220
1529	6839	440197
1530	6843	440137
1531	6847	440136
1532	6851	440089
1533	6855	440066
1534	6859	440032
1535	6863	440006
1536	6867	439963
1537	6871	439921
1538	6875	439897
1539	6880	439888
1540	6884	439851
1541	6887	439803
1542	6892	439787
1543	6896	439773
1544	6900	439755
1545	6904	439714
1546	6908	439661
1547	6913	439684
1548	6917	439648
1549	6921	439611
1550	6925	439578
1551	6929	439558
1552	6933	439536
1553	6937	439518
1554	6941	439480
1555	6946	439469
1556	6950	439439
1557	6954	439408
1558	6958	439398
1559	6962	439375
1560	6966	439348
1561	6970	439300
1562	6974	439254
1563	6979	439251
1564	6983	439228
1565	6987	439203
1566	6991	439199
1567	6996	439182
1568	6999	439133
1569	7004	439116
1570	7008	439132
1571	7013	439107
1572	7017	439082
1573	7020	439028
1574	7025	439029
1575	7029	439003
1576	7033	438967
1577	7037	438932
1578	7042	438946
1579	7046	438937
1580	7050	438902
1581	7054	438844
1582	7058	438844
1583	7062	438803
1584	7066	438764
1585	7070	438731
1586	7074	438734
1587	7079	438709
1588	7082	438664
1589	7087	438674
1590	7093	438743
1591	7098	438768
1592	7103	438818
1593	7109	438915
1594	7115	438980
1595	7120	439045
1596	7126	439141
1597	7131	439162
1598	7136	439151
1599	7141	439191
1600	7146	439212
1601	7150	439203
1602	7155	439230
1603	7160	439241
1604	7165	439256
1605	7169	439258
1606	7174	439256
1607	7178	439274
1608	7183	439264
1609	7188	439311
1610	7193	439301
1611	7197	439309
1612	7202	439350
1613	7207	439371
1614	7212	439352
1615	7216	439322
1616	7220	439332
1617	7224	439295
1618	7228	439260
1619	7233	439254
1620	7237	439258
1621	7241	439234
1622	7245	439187
1623	7250	439191
1624	7254	439198
1625	7258	439155
1626	7262	439118
1627	7267	439112
1628	7271	439084
1629	7275	439056
1630	7279	439046
1631	7284	439048
1632	7288	439008
1633	7292	438979
1634	7296	438951
1635	7300	438934
1636	7304	438893
1637	7308	438853
1638	7311	438809
1639	7316	438789
1640	7320	438766
1641	7324	438739
1642	7328	438713
1643	7333	438719
1644	7337	438693
1645	7341	438653
1646	7344	438609
1647	7349	438596
1648	7354	438619
1649	7358	438616
1650	7363	438611
1651	7367	438632
1652	7372	438632
1653	7376	438609
1654	7382	438693
1655	7387	438695
1656	7391	438659
1657	7395	438656
1658	7399	438633
1659	7403	438586
1660	7407	438562
1661	7412	438560
1662	7416	438568
1663	7420	438539
1664	7424	438516
1665	7429	438522
1666	7433	438468
1667	7436	438418
1668	7441	438405
1669	7445	438415
1670	7450	438420
1671	7454	438364
1672	7457	438325
1673	7462	438336
1674	7466	438307
1675	7470	438260
1676	7474	438224
1677	7479	438231
1678	7482	438192
1679	7486	438154
1680	7490	438120
1681	7494	438099
1682	7498	438069
1683	7502	438034
1684	7506	437994
1685	7511	437997
1686	7515	437963
1687	7519	437925
1688	7522	437873
1689	7527	437892
1690	7531	437846
1691	7535	437799
1692	7539	437771
1693	7543	437776
1694	7547	437739
1695	7551	437690
1696	7555	437660
1697	7559	437640
1698	7564	437641
1699	7568	437620
1700	7572	437585
1701	7576	437576
1702	7580	437561
1703	7584	437512
1704	7588	437506
1705	7593	437493
1706	7597	437456
1707	7601	437438
1708	7605	437416
1709	7609	437390
1710	7613	437355
1711	7618	437381
1712	7624	437465
1713	7629	437506
1714	7633	437486
1715	7639	437532
1716	7644	437558
1717	7648	437536
1718	7652	437515
1719	7657	437518
1720	7661	437535
1721	7666	437532
1722	7670	437523
1723	7674	437503
1724	7679	437483
1725	7683	437455
1726	7687	437448
1727	7691	437431
1728	7695	437394
1729	7699	437351
1730	7703	437330
1731	7707	437302
1732	7711	437274
1733	7715	437229
1734	7719	437202
1735	7723	437179
1736	7727	437153
1737	7731	437124
1738	7735	437102
1739	7740	437090
1740	7743	437057
1741	7747	437015
1742	7752	437005
1743	7756	437011
1744	7761	437002
1745	7765	436983
1746	7769	436979
1747	7773	436954
1748	7778	436948
1749	7782	436934
1750	7787	436946
1751	7791	436917
1752	7795	436906
1753	7800	436903
1754	7804	436914
1755	7808	436892
1756	7813	436869
1757	7817	436867
1758	7821	436854
1759	7825	436816
1760	7829	436778
1761	7834	436775
1762	7838	436759
1763	7841	436707
1764	7845	436672
1765	7850	436673
1766	7854	436647
1767	7858	436620
1768	7862	436600
1769	7867	436599
1770	7872	436634
1771	7876	436605
1772	7880	436579
1773	7885	436598
1774	7889	436598
1775	7893	436576
1776	7898	436560
1777	7902	436567
1778	7906	436530
1779	7910	436496
1780	7914	436482
1781	7919	436479
1782	7923	436444
1783	7927	436416
1784	7931	436420
1785	7935	436382
1786	7939	436354
1787	7943	436333
1788	7948	436331
1789	7952	436302
1790	7956	436266
1791	7960	436238
1792	7964	436249
